gaussian1;gaussian2;gaussian3
-0.244110283105609;0.49469966813027;-0.362509561705837
0.0836018615482542;0.343812144753609;0.382920086916205
-0.327413500575689;0.525523974960423;-0.35873103098376
-0.314749314409024;0.421924515405076;-0.291733251564699
-0.271439438900105;0.514557940650758;-0.225491121305933
-0.272341518914781;0.483327994168277;-0.238648271904944
-0.236350159758694;0.500070992329156;-0.279971036317477
0.0457513667595999;0.34832467635993;0.388279063711748
-0.34080884468626;0.481057999456457;-0.322306609788832
-0.0821535454447133;0.300106926807852;0.436145824685199
-0.258765669464025;0.390073366582456;-0.274569670076176
-0.332104981330204;0.452158362995434;-0.275417423904916
-0.308135279503311;0.507501249312191;-0.12850022138797
-0.0400353334645449;0.258692744205612;0.520869468473068
-0.316808926776146;0.433783274417911;-0.290068487661846
-0.320719113938121;0.485810304543447;-0.21979231674321
-0.266095621298446;0.461262392411227;-0.311165075759053
-0.245743306759583;0.5602876452155;-0.181167534362682
-0.281826252637153;0.453307040041331;-0.284466030078294
-0.07013945346961;0.341806654963875;0.451564180535905
-0.327476689984624;0.546228963951397;-0.284004213476889
-0.289691151149784;0.406891313266374;-0.275491423209526
-0.308486738527677;0.439177442350824;-0.285402769315265
-0.169305357164604;0.366395798968819;0.45788402445956
-0.333367808128281;0.509727882939624;-0.294667714428722
-0.247856207093091;0.456176389411572;-0.315468718661476
-0.228092555931431;0.440186927023397;-0.298673938149605
-0.287759034644127;0.447835491120018;-0.301233836162689
-0.321058735031282;0.577979347612479;-0.279782268467492
-0.337423285105792;0.446925722417145;-0.142860727634413
-0.281306141464477;0.523966206469123;-0.222880318881865
0.0414622320402404;0.323760129024034;0.401195887931349
-0.259296240969411;0.487229081211378;-0.292259380872504
-0.226375744771698;0.538088097668981;-0.299874588540887
-0.242148772615825;0.436276724533652;-0.203515856379827
-0.26752219751013;0.453011697907716;-0.387798689635962
-0.138995716598966;0.30289466579693;0.46225557278023
-0.21646996676886;0.516952066496134;-0.275993417820579
-0.24999063444708;0.541385236688441;-0.327645715521093
-0.305011390314306;0.56661263785253;-0.303813559793454
-0.289834460214176;0.524662241274518;-0.270577430624453
-0.263629995163614;0.506024624418736;-0.223385736589862
-0.365712701242107;0.514774816996385;-0.295331485043486
-0.262896970471832;0.547347813375321;-0.260028394467439
-0.319283911746767;0.464753094611511;-0.29764217248173
0.0388194032073549;0.330791751439361;0.46919251886462
-0.220964856309195;0.466827977520514;-0.261972140482443
-0.332072673419441;0.429613015945747;-0.274003260934522
-0.0358402030235836;0.295879370508726;0.334423823660117
-0.37502037020942;0.450262552519496;-0.243121220492339
-0.307941381807868;0.42721721410985;-0.304624753150324
-0.321067158887477;0.490465389974274;-0.251725076720852
-0.0450391648252207;0.314577405896511;0.348730782851421
-0.318378784446276;0.543534787763999;-0.201079566015859
-0.20224032816758;0.444348239238554;-0.262381342169061
-0.307300043415352;0.501015096396294;-0.334219382705535
-0.351619162293085;0.459211911369757;-0.267506743557922
-0.294687714676795;0.492936250036011;-0.333865975032574
-0.166941943839527;0.473973856077245;-0.273232656732367
-0.275455621221717;0.504301616708132;-0.226217923095845
-0.273579972625023;0.451568374317583;-0.140447799230375
-0.114177164487298;0.3199783240026;0.409844392322871
-0.2675753295109;0.485555454785121;-0.293168429540258
-0.244529094271427;0.450391312978841;-0.279692902804364
-0.304881230576526;0.460927073399214;-0.383219529038135
-0.0535409146557568;0.324323851190624;0.352969460418307
-0.338916757633712;0.538098033251609;-0.278252430052926
-0.296682550362521;0.51388434323194;-0.148825742167249
-0.226210943223664;0.567346981854608;-0.274353513429945
-0.330505343128577;0.423246715167749;-0.203181732414222
-0.0218830636065966;0.325487544435853;0.447309078455031
-0.336283250869052;0.536057701598493;-0.237987553277343
-0.292317764073569;0.401230943873796;-0.306304570889988
-0.24443268909429;0.513231953081338;-0.184382800205062
-0.261698130703085;0.43615246178322;-0.198367590849311
-0.276674365654337;0.464473147813217;-0.26077436287396
-0.302612491395704;0.499466899143216;-0.297386565074518
-0.0664560362916658;0.259934505331814;0.413578230161372
0.0323117069776489;0.301307615346001;0.426062254362836
-0.226773190468726;0.508549265140374;-0.277106257011403
-0.201363136578333;0.551770870916361;-0.258815082969405
-0.280854335264898;0.545234780894124;-0.291386767976291
-0.249175063377279;0.461163656436225;-0.298292560696113
-0.336879662116325;0.423347456352873;-0.331106163714282
0.0187606482228018;0.307893849789324;0.395063963766212
-0.239193219320253;0.425845596630264;-0.230080888407962
-0.312560080739972;0.469943304918577;-0.223446272316016
-0.241504141888105;0.474088244792433;-0.303437401471947
-0.31697261602015;0.47903080394481;-0.355184586609971
-0.310537257013;0.597472500235434;-0.369179776896899
-0.0535410895043112;0.38089319920615;0.506201720500895
-0.262205466017848;0.474419404300575;-0.312207309217317
-0.300584342489924;0.445955057940639;-0.295404187828605
-0.169934226052692;0.487842279841997;-0.319372897597633
-0.267861458052693;0.550748328980398;-0.294822909877405
-0.32947903784483;0.523266627153875;-0.214328876836029
-0.311916177725242;0.472394351722786;-0.320561585228439
-0.294101862487762;0.509213730257836;-0.311228145489651
-0.256400392270392;0.427597646354856;-0.287394346992166
-0.24541608210492;0.419108658107001;-0.2876162125252
